NUTS_ID,year,window,gdd,heat,frost,precip
AL013,2020,Apr-Aug,1621.549,63.333,6.531,278.755
AL013,2020,Mar-Jul,1206.68,38.146,18.597,301.247
AL013,2021,Apr-Aug,1742.238,175.684,11.557,208.96
AL013,2021,Mar-Jul,1258.017,106.087,35.633,266.793
AL013,2022,Apr-Aug,1824.537,113.269,6.31,285.652
AL013,2022,Mar-Jul,1374.916,84.189,30.566,291.732
AL013,2023,Apr-Aug,1675.066,113.95,6.833,328.24
AL013,2023,Mar-Jul,1253.916,75.157,17.82,372.259
AL013,2024,Apr-Aug,2046.185,216.248,2.333,277.987
AL013,2024,Mar-Jul,1580.883,130.838,7.834,361.495
AL014,1950,Apr-Aug,2229.229,248.779,0.512,126.819
AL014,1950,Mar-Jul,1747.014,158.442,6.544,146.148
AL014,1951,Apr-Aug,2066.795,120.611,0.247,317.098
AL014,1951,Mar-Jul,1623.412,50.223,3.634,399.26
AL014,1952,Apr-Aug,2222.372,223.294,0.727,86.293
AL014,1952,Mar-Jul,1694.339,101.101,14.447,138.53
AL014,1953,Apr-Aug,2032.596,99.886,0.02,294.032
AL014,1953,Mar-Jul,1564.922,61.78,18.116,270.107
AL014,1954,Apr-Aug,1946.328,108.988,1.003,309.091
AL014,1954,Mar-Jul,1555.696,58.314,1.788,382.607
AL014,1955,Apr-Aug,1875.692,45.931,3.509,186.869
AL014,1955,Mar-Jul,1516.689,41.912,9.769,204.187
AL014,1956,Apr-Aug,1981.903,126.888,2.76,292.557
AL014,1956,Mar-Jul,1444.474,34.389,18.755,354.281
AL014,1957,Apr-Aug,2020.769,131.425,0.772,287.157
AL014,1957,Mar-Jul,1609.263,79.038,9.712,256.364
AL014,1958,Apr-Aug,2016.79,122.902,1.845,272.634
AL014,1958,Mar-Jul,1493.335,54.209,14.692,462.827
AL014,1959,Apr-Aug,1875.477,44.891,0.263,427.335
AL014,1959,Mar-Jul,1545.106,28.891,1.476,392.421
AL014,1960,Apr-Aug,1949.931,69.604,0.256,238.574
AL014,1960,Mar-Jul,1518.733,22.735,2.934,419.035
AL014,1961,Apr-Aug,1972.946,90.019,0,363.078
AL014,1961,Mar-Jul,1559.723,36.141,6.212,405.985
AL014,1962,Apr-Aug,2062.879,175.56,0.766,244.189
AL014,1962,Mar-Jul,1537.22,75,8.825,487.001
AL014,1963,Apr-Aug,2067.107,137.867,0.725,373.847
AL014,1963,Mar-Jul,1573.163,64.475,13.075,402.022
AL014,1964,Apr-Aug,1924.733,45.697,0.534,370.343
AL014,1964,Mar-Jul,1541.586,30.993,4.518,502.599
AL014,1965,Apr-Aug,1890.696,104.475,1.379,377.539
AL014,1965,Mar-Jul,1499.289,74.87,8.449,377.577
AL014,1966,Apr-Aug,1996.409,75.517,0.898,265.51
AL014,1966,Mar-Jul,1523.43,32.674,9.997,305.102
AL014,1967,Apr-Aug,1950.888,96.733,2.026,320.864
AL014,1967,Mar-Jul,1494.782,43.974,8.287,371.409
AL014,1968,Apr-Aug,2049.193,62.878,0.249,402.523
AL014,1968,Mar-Jul,1701.452,59.835,10.386,337.226
AL014,1969,Apr-Aug,1900.512,58.379,1.533,392.522
AL014,1969,Mar-Jul,1482.8,33.503,4.774,480.863
AL014,1970,Apr-Aug,1869.536,91.426,2.733,446.466
AL014,1970,Mar-Jul,1442.485,51.246,10.832,544.409
AL014,1971,Apr-Aug,2031.241,104.869,0.716,222.487
AL014,1971,Mar-Jul,1525.112,37.608,15.249,405.178
AL014,1972,Apr-Aug,1954.79,65.153,0.013,459.969
AL014,1972,Mar-Jul,1624.103,33.207,2.597,367.096
AL014,1973,Apr-Aug,1949.849,93.087,2.193,307.853
AL014,1973,Mar-Jul,1480.785,54.336,15.647,320.063
AL014,1974,Apr-Aug,1866.814,131.465,1.249,398.696
AL014,1974,Mar-Jul,1441.19,56.7,5.305,430.842
AL014,1975,Apr-Aug,1942.322,58.498,0.776,179.982
AL014,1975,Mar-Jul,1556,43.857,6.234,266.707
AL014,1976,Apr-Aug,1776.526,21.084,0.254,478.955
AL014,1976,Mar-Jul,1440.284,20.316,11.69,448.381
AL014,1977,Apr-Aug,1965.639,79.359,2.03,161.886
AL014,1977,Mar-Jul,1610.513,43.946,8.141,196.893
AL014,1978,Apr-Aug,1851.677,63.193,0.506,419.75
AL014,1978,Mar-Jul,1458.675,41.076,5.149,555.602
AL014,1979,Apr-Aug,1874.014,61.141,1.465,336.087
AL014,1979,Mar-Jul,1535.221,37.023,4.74,360.383
AL014,1980,Apr-Aug,1723.454,78.636,3.207,313.357
AL014,1980,Mar-Jul,1289.72,30.933,11.097,371.399
AL014,1981,Apr-Aug,1929.753,100.287,0.538,191.267
AL014,1981,Mar-Jul,1554.864,45.966,3.34,254.432
AL014,1982,Apr-Aug,2062.726,104.084,1.469,142.572
AL014,1982,Mar-Jul,1599.379,69.585,9.275,216.735
AL014,1983,Apr-Aug,1944.078,64.171,0.772,259.999
AL014,1983,Mar-Jul,1578.028,49.39,8.111,281.182
AL014,1984,Apr-Aug,1771.552,62.264,1.015,160.468
AL014,1984,Mar-Jul,1367.424,45.611,6.901,197.387
AL014,1985,Apr-Aug,2003.347,128.913,0.498,169.836
AL014,1985,Mar-Jul,1563.529,57.556,3.492,272.549
AL014,1986,Apr-Aug,2048.47,89.633,0.5,210.92
AL014,1986,Mar-Jul,1610.446,22.076,2.894,291.013
AL014,1987,Apr-Aug,1953.625,135.657,0.785,220.154
AL014,1987,Mar-Jul,1468.662,100.925,18.974,321.662
AL014,1988,Apr-Aug,2114.062,191.203,1.518,177.672
AL014,1988,Mar-Jul,1605.825,106.025,10.084,238.705
AL014,1989,Apr-Aug,1880.379,60.623,0.24,316.231
AL014,1989,Mar-Jul,1531.484,24.852,1.616,326.785
AL014,1990,Apr-Aug,1997.538,125.931,0.489,223.737
AL014,1990,Mar-Jul,1645.159,77.268,4.504,217.687
AL014,1991,Apr-Aug,1824.669,123.971,0.525,241.779
AL014,1991,Mar-Jul,1446.745,84.78,2.789,270.188
AL014,1992,Apr-Aug,2037.118,188.431,0.512,281.252
AL014,1992,Mar-Jul,1502.681,51.999,11.188,329.003
AL014,1993,Apr-Aug,2095.666,196.998,1.66,146.358
AL014,1993,Mar-Jul,1588.913,80.668,13.695,281.689
AL014,1994,Apr-Aug,2119.685,229.734,0.507,249.439
AL014,1994,Mar-Jul,1665.738,115.656,4.163,223.086
AL014,1995,Apr-Aug,1924.68,108.526,3.779,336.637
AL014,1995,Mar-Jul,1494.208,82.091,12.123,355.391
AL014,1996,Apr-Aug,1989.697,130.782,2.023,227.876
AL014,1996,Mar-Jul,1510.62,71.754,14.632,328.356
AL014,1997,Apr-Aug,1907.935,103.544,7.287,151.33
AL014,1997,Mar-Jul,1495.427,74.699,15.612,156.604
AL014,1998,Apr-Aug,2105.858,247.421,0.249,224.388
AL014,1998,Mar-Jul,1576.341,129.361,14.272,194.009
AL014,1999,Apr-Aug,2127.297,188.692,0.007,225.548
AL014,1999,Mar-Jul,1643.212,78.877,7.062,251.172
AL014,2000,Apr-Aug,2244.065,220.628,0.756,149.844
AL014,2000,Mar-Jul,1745.875,114.703,12.556,207.186
AL014,2001,Apr-Aug,2247.603,238.025,1.404,215.062
AL014,2001,Mar-Jul,1844.252,109.723,1.911,237.995
AL014,2002,Apr-Aug,2170.409,107.147,0.727,222.283
AL014,2002,Mar-Jul,1819.701,93.048,2.484,220.865
AL014,2003,Apr-Aug,2409.712,291.769,3.178,99.677
AL014,2003,Mar-Jul,1874.989,165.5,14.454,93.223
AL014,2004,Apr-Aug,2037.028,106.711,0.007,268.515
AL014,2004,Mar-Jul,1631.045,74.92,6.206,360.446
AL014,2005,Apr-Aug,2104.14,116.292,2.206,122.834
AL014,2005,Mar-Jul,1695.916,80.298,12.773,171.827
AL014,2006,Apr-Aug,2059.748,141.666,0.007,265.398
AL014,2006,Mar-Jul,1646.759,102.64,6.144,320.944
AL014,2007,Apr-Aug,2313.623,285.098,0.027,97.836
AL014,2007,Mar-Jul,1874.925,186.616,1.254,183.877
AL014,2008,Apr-Aug,2156.134,207.369,0.02,218.32
AL014,2008,Mar-Jul,1698.466,117.049,2.228,332.343
AL014,2009,Apr-Aug,2184.47,147.723,0,237.278
AL014,2009,Mar-Jul,1694.185,73.292,8.403,309.079
AL014,2010,Apr-Aug,2126.438,159.27,0.247,208.945
AL014,2010,Mar-Jul,1662.189,76.546,9.035,278.426
AL014,2011,Apr-Aug,2161.523,191.055,0.512,133.253
AL014,2011,Mar-Jul,1670.918,70.649,8.908,184.808
AL014,2012,Apr-Aug,2278.992,337.056,1.995,236.165
AL014,2012,Mar-Jul,1796.794,200.707,8.078,247.211
AL014,2013,Apr-Aug,2197.771,191.648,0,235.408
AL014,2013,Mar-Jul,1722.593,94.905,5.638,400.033
AL014,2014,Apr-Aug,1984.269,105.366,0.53,323.683
AL014,2014,Mar-Jul,1573.145,45.989,3.022,364.174
AL014,2015,Apr-Aug,2242.647,302.121,2.155,127.932
AL014,2015,Mar-Jul,1728.458,175.694,8.71,197.919
AL014,2016,Apr-Aug,2205.973,204.558,0.243,249.013
AL014,2016,Mar-Jul,1772.869,128.484,1.971,337.197
AL014,2017,Apr-Aug,2286.56,344.421,1.516,138.249
AL014,2017,Mar-Jul,1848.175,181.753,2.525,177.715
AL014,2018,Apr-Aug,2347.323,195.225,0,193.257
AL014,2018,Mar-Jul,1883.28,89.836,3.799,399.371
AL014,2019,Apr-Aug,2195.221,273.852,0,307.701
AL014,2019,Mar-Jul,1758.601,149.007,2.43,317.393
AL014,2020,Apr-Aug,2165.51,244.364,2.523,131.862
AL014,2020,Mar-Jul,1708.957,132.2,5.617,191.684
AL014,2021,Apr-Aug,2228.981,357.576,2.806,156.288
AL014,2021,Mar-Jul,1689.26,210.709,11.83,205.968
AL014,2022,Apr-Aug,2344.257,346.303,0.781,196.789
AL014,2022,Mar-Jul,1830.641,231.513,14.074,216.112
AL014,2023,Apr-Aug,2200.584,272.041,1.271,221.028
AL014,2023,Mar-Jul,1760.9,165.062,3.814,284.069
AL014,2024,Apr-Aug,2568.595,465.428,0.247,253.831
AL014,2024,Mar-Jul,2102.908,278.878,0.751,349.255
AL015,1950,Apr-Aug,2018.427,181.952,1.949,122.742
AL015,1950,Mar-Jul,1549.454,113.211,13.054,147.167
AL015,1951,Apr-Aug,1830.959,81.852,1.868,329.425
AL015,1951,Mar-Jul,1395.536,31.645,9.646,416.091
AL015,1952,Apr-Aug,1988.821,166.042,3.265,111.969
AL015,1952,Mar-Jul,1474.906,67.728,21.742,163.736
AL015,1953,Apr-Aug,1797.286,67.209,2.376,321.936
AL015,1953,Mar-Jul,1364.854,43.822,24.127,289.143
AL015,1954,Apr-Aug,1716.844,79.429,4.243,346.127
AL015,1954,Mar-Jul,1327.369,42.069,7.892,424.8
AL015,1955,Apr-Aug,1628.341,28.591,8.118,239.137
AL015,1955,Mar-Jul,1291.195,25.379,18.713,259.072
AL015,1956,Apr-Aug,1751.078,96.506,4.43,271.259
AL015,1956,Mar-Jul,1241.358,23.265,25.972,332.711
AL015,1957,Apr-Aug,1771.67,93.094,3.416,328.503
AL015,1957,Mar-Jul,1382.447,55.985,17.199,290.121
AL015,1958,Apr-Aug,1779.727,85.42,4.683,272.862
AL015,1958,Mar-Jul,1288.41,39.626,24.576,451.827
AL015,1959,Apr-Aug,1618.344,27.449,2.521,517.86
AL015,1959,Mar-Jul,1299.973,17.851,6.119,451.596
AL015,1960,Apr-Aug,1683.54,46.659,3.063,268.146
AL015,1960,Mar-Jul,1264.931,13.621,10.338,450.344
AL015,1961,Apr-Aug,1707.127,58.892,1.133,370.254
AL015,1961,Mar-Jul,1312.615,20.502,12.836,409.345
AL015,1962,Apr-Aug,1810.24,124.671,4.541,293.099
AL015,1962,Mar-Jul,1305.206,51.165,17.34,517.505
AL015,1963,Apr-Aug,1816.751,91.884,2.035,396.719
AL015,1963,Mar-Jul,1348.745,41.083,18.19,418.559
AL015,1964,Apr-Aug,1651.305,26.899,3.641,392.643
AL015,1964,Mar-Jul,1290.647,18.899,12.23,501.898
AL015,1965,Apr-Aug,1634.898,70.417,5.042,390.598
AL015,1965,Mar-Jul,1268.907,48.683,17.578,412.186
AL015,1966,Apr-Aug,1720.766,45.473,2.668,301.585
AL015,1966,Mar-Jul,1276.304,18.546,16.902,339.503
AL015,1967,Apr-Aug,1698.692,60.785,4.78,361.351
AL015,1967,Mar-Jul,1262.312,27.219,16.902,424.683
AL015,1968,Apr-Aug,1785.351,40.201,1.223,444.458
AL015,1968,Mar-Jul,1470.541,38.676,15.199,350.254
AL015,1969,Apr-Aug,1646.593,32.368,5.471,435.269
AL015,1969,Mar-Jul,1250.646,16.497,13.761,475.336
AL015,1970,Apr-Aug,1617.282,58.626,5.014,474.976
AL015,1970,Mar-Jul,1212.54,31.76,17.857,549.223
AL015,1971,Apr-Aug,1776.37,67.062,2.088,227.771
AL015,1971,Mar-Jul,1304.717,22.483,20.633,385.226
AL015,1972,Apr-Aug,1700.233,42.761,1.178,486.261
AL015,1972,Mar-Jul,1381.046,19.946,7.806,377.696
AL015,1973,Apr-Aug,1690.031,51.07,6.013,341.618
AL015,1973,Mar-Jul,1264.355,29.797,24.344,342.205
AL015,1974,Apr-Aug,1601.943,89.137,4.68,396.47
AL015,1974,Mar-Jul,1201.36,36.496,13.414,416.093
AL015,1975,Apr-Aug,1683.036,34.102,3.396,249.784
AL015,1975,Mar-Jul,1319.333,26.425,13.437,308.186
AL015,1976,Apr-Aug,1492.681,11.064,2.872,532.217
AL015,1976,Mar-Jul,1191.568,10.898,20.54,508.669
AL015,1977,Apr-Aug,1698.515,44.522,5.237,233.874
AL015,1977,Mar-Jul,1362.191,23.285,14.508,260.33
AL015,1978,Apr-Aug,1585.491,35.425,2.317,436.343
AL015,1978,Mar-Jul,1215.228,21.618,12.092,559.409
AL015,1979,Apr-Aug,1616.159,37.423,4.559,402.26
AL015,1979,Mar-Jul,1293.879,20.534,11.66,386.734
AL015,1980,Apr-Aug,1488.096,49.579,8.246,330.901
AL015,1980,Mar-Jul,1076.352,18.189,20.569,388.932
AL015,1981,Apr-Aug,1683.708,63.071,3.809,251.121
AL015,1981,Mar-Jul,1327.217,23.822,11.037,294.485
AL015,1982,Apr-Aug,1805.498,63.391,3.976,174.032
AL015,1982,Mar-Jul,1371.923,42.452,18.509,255.073
AL015,1983,Apr-Aug,1706.425,39.687,2.325,310.418
AL015,1983,Mar-Jul,1353.96,29.782,13.443,323.886
AL015,1984,Apr-Aug,1530.837,37.663,4.733,209.633
AL015,1984,Mar-Jul,1153.253,27.684,17.202,228.371
AL015,1985,Apr-Aug,1763.478,83.132,2.717,217.189
AL015,1985,Mar-Jul,1335.146,35.182,11.205,316.381
AL015,1986,Apr-Aug,1802.542,53.841,1.79,259.265
AL015,1986,Mar-Jul,1376.223,13.047,8.192,338.181
AL015,1987,Apr-Aug,1702.21,81.574,4.265,254.636
AL015,1987,Mar-Jul,1259.569,63.694,25.091,358.986
AL015,1988,Apr-Aug,1870.065,134.647,3.328,220.007
AL015,1988,Mar-Jul,1385.026,72.539,17.37,309.969
AL015,1989,Apr-Aug,1624.49,40.559,1.207,379.834
AL015,1989,Mar-Jul,1286.772,17.528,5.39,390.89
AL015,1990,Apr-Aug,1738.824,81.318,2.431,255.766
AL015,1990,Mar-Jul,1394.347,49.207,9.955,253.014
AL015,1991,Apr-Aug,1592.466,75.058,4.475,294.635
AL015,1991,Mar-Jul,1238.956,51.773,8.829,310.619
AL015,1992,Apr-Aug,1812.063,125.665,2.606,337.063
AL015,1992,Mar-Jul,1292.085,31.102,18.417,391.402
AL015,1993,Apr-Aug,1880.658,133.199,3.583,181.373
AL015,1993,Mar-Jul,1400.971,54.663,20.601,323.83
AL015,1994,Apr-Aug,1911.043,147.114,2.075,321.744
AL015,1994,Mar-Jul,1468.919,72.017,9.055,295.756
AL015,1995,Apr-Aug,1711.431,66.338,6.983,414.847
AL015,1995,Mar-Jul,1315.963,52.018,20.61,425.338
AL015,1996,Apr-Aug,1761.562,81.857,4.932,292.78
AL015,1996,Mar-Jul,1318.34,46.365,22.925,388.582
AL015,1997,Apr-Aug,1691.846,60.295,12.965,235.221
AL015,1997,Mar-Jul,1307.747,46.294,26.992,230.302
AL015,1998,Apr-Aug,1903.377,178.037,1.275,309.295
AL015,1998,Mar-Jul,1400.492,93.371,21.198,247.712
AL015,1999,Apr-Aug,1914.877,132.958,0.963,313.557
AL015,1999,Mar-Jul,1446.322,58.28,12.563,348.687
AL015,2000,Apr-Aug,2005.538,178.85,1.788,186.592
AL015,2000,Mar-Jul,1525.833,92.686,18.723,256.838
AL015,2001,Apr-Aug,1962.997,157.653,3.652,286.104
AL015,2001,Mar-Jul,1561.526,69.027,5.783,308.546
AL015,2002,Apr-Aug,1897.343,75.368,2.148,323.637
AL015,2002,Mar-Jul,1561.766,64.214,7.051,303.036
AL015,2003,Apr-Aug,2138.283,221.457,5.403,147.577
AL015,2003,Mar-Jul,1622.657,123.128,23.345,135.874
AL015,2004,Apr-Aug,1781.635,84.614,0.746,340.696
AL015,2004,Mar-Jul,1389.505,60.587,10.791,408.832
AL015,2005,Apr-Aug,1839.245,89.712,5.243,211.325
AL015,2005,Mar-Jul,1454.05,65.296,19.357,250.659
AL015,2006,Apr-Aug,1824.399,112.368,0.701,367.252
AL015,2006,Mar-Jul,1430.955,81.995,11.764,424.22
AL015,2007,Apr-Aug,2107.413,233.209,1.133,153.894
AL015,2007,Mar-Jul,1663.952,152.53,5.553,250.056
AL015,2008,Apr-Aug,1942.477,146.6,1.287,246.709
AL015,2008,Mar-Jul,1486.246,79.416,7.925,372.948
AL015,2009,Apr-Aug,1973.816,108.255,0.276,309.316
AL015,2009,Mar-Jul,1499.25,55.992,13.686,396.897
AL015,2010,Apr-Aug,1922.296,124.283,1.199,282.944
AL015,2010,Mar-Jul,1461.892,59.07,13.307,361.164
AL015,2011,Apr-Aug,1957.819,153.112,2.501,186.387
AL015,2011,Mar-Jul,1471.546,57.749,14.669,240.758
AL015,2012,Apr-Aug,2100.986,262.157,3.348,268.754
AL015,2012,Mar-Jul,1621.403,154.745,14.95,274.264
AL015,2013,Apr-Aug,1994.665,139.777,0.109,291.968
AL015,2013,Mar-Jul,1525.449,69.103,8.926,482.842
AL015,2014,Apr-Aug,1768.408,60.851,1.639,406.037
AL015,2014,Mar-Jul,1370.921,25.247,7.287,453.623
AL015,2015,Apr-Aug,2034.006,219.85,4.232,165.379
AL015,2015,Mar-Jul,1536.252,126.973,15.036,244.434
AL015,2016,Apr-Aug,1984.55,123.577,0.414,349.539
AL015,2016,Mar-Jul,1555.359,79.296,6.531,465.124
AL015,2017,Apr-Aug,2083.948,252.147,3.04,205.468
AL015,2017,Mar-Jul,1644.274,125.103,6.577,273.438
AL015,2018,Apr-Aug,2148.853,122.181,0.271,295.318
AL015,2018,Mar-Jul,1686.785,52.376,7.793,572.056
AL015,2019,Apr-Aug,1975.735,183.996,0.587,422.354
AL015,2019,Mar-Jul,1542.436,97.131,6.645,440.485
AL015,2020,Apr-Aug,1940.823,152.257,3.748,210.777
AL015,2020,Mar-Jul,1499.302,82.927,10.649,269.345
AL015,2021,Apr-Aug,2012.768,264.978,6.895,224.238
AL015,2021,Mar-Jul,1501.61,158.245,21.408,268.683
AL015,2022,Apr-Aug,2149.626,245.958,2.974,276.385
AL015,2022,Mar-Jul,1653.011,166.836,19.251,293.437
AL015,2023,Apr-Aug,1990.672,193.281,3.706,356.143
AL015,2023,Mar-Jul,1557.813,120.282,9.423,407.946
AL015,2024,Apr-Aug,2343.687,328.65,1.049,285.171
AL015,2024,Mar-Jul,1875.639,195.053,2.615,390.448
AL021,1950,Apr-Aug,2045.46,136.21,1.732,119.066
AL021,1950,Mar-Jul,1564.022,88.473,13.418,135.105
AL021,1951,Apr-Aug,1921.089,67.019,0.117,250.635
AL021,1951,Mar-Jul,1499.568,25.958,5.689,301.691
AL021,1952,Apr-Aug,2067.268,113.352,0.526,82.863
AL021,1952,Mar-Jul,1575.219,46.206,15.801,125.363
AL021,1953,Apr-Aug,1885.327,55.127,0.091,253.864
AL021,1953,Mar-Jul,1435.682,37.562,20.489,235.986
AL021,1954,Apr-Aug,1842.737,62.456,1.6,196.572
AL021,1954,Mar-Jul,1452.579,35.422,3.007,258.959
AL021,1955,Apr-Aug,1779.485,28.665,5.138,185.107
AL021,1955,Mar-Jul,1443.108,26.871,13.664,185.667
AL021,1956,Apr-Aug,1878.567,86.006,4.051,278.31
AL021,1956,Mar-Jul,1350.938,19.91,21.957,354.094
AL021,1957,Apr-Aug,1907.74,90.476,1.612,233.189
AL021,1957,Mar-Jul,1496.093,48.41,12.495,218.469
AL021,1958,Apr-Aug,1871.412,86.004,2.629,259.128
AL021,1958,Mar-Jul,1381.342,35.341,17.509,444.34
AL021,1959,Apr-Aug,1702.156,22.165,0.679,380.982
AL021,1959,Mar-Jul,1376.654,13.726,3.011,363.529
AL021,1960,Apr-Aug,1808.893,53.444,0.209,228.955
AL021,1960,Mar-Jul,1379.417,13.863,4.55,312.544
AL021,1961,Apr-Aug,1853.919,57.626,0.007,284.25
AL021,1961,Mar-Jul,1443.798,23.164,10.297,315.989
AL021,1962,Apr-Aug,1928.703,120.646,1.028,174.752
AL021,1962,Mar-Jul,1438.585,53.048,9.592,387.105
AL021,1963,Apr-Aug,1915.35,99.277,1.097,347.335
AL021,1963,Mar-Jul,1433.174,46.006,14.639,377.927
AL021,1964,Apr-Aug,1762.401,25.727,1.304,323.527
AL021,1964,Mar-Jul,1389.602,15.445,5.439,410.182
AL021,1965,Apr-Aug,1751.279,78.938,2.872,263.203
AL021,1965,Mar-Jul,1367.976,61.57,13.481,265.97
AL021,1966,Apr-Aug,1863.729,61.007,1.357,174.573
AL021,1966,Mar-Jul,1398.363,24.184,12.317,216.396
AL021,1967,Apr-Aug,1800.03,64.363,4.368,293.653
AL021,1967,Mar-Jul,1354.61,27.118,14.139,327.924
AL021,1968,Apr-Aug,1917.418,51.417,0.56,307.275
AL021,1968,Mar-Jul,1565.317,48.075,12.399,298.631
AL021,1969,Apr-Aug,1811.017,39.412,2.152,281.236
AL021,1969,Mar-Jul,1400.684,23.551,6.226,381.169
AL021,1970,Apr-Aug,1737.13,58.931,3.8,326.733
AL021,1970,Mar-Jul,1326.296,32.351,13.598,404.51
AL021,1971,Apr-Aug,1877.355,62.478,1.005,204.029
AL021,1971,Mar-Jul,1395.686,19.799,15.31,360.682
AL021,1972,Apr-Aug,1810.064,41.524,0.088,432.975
AL021,1972,Mar-Jul,1481.64,20.568,3.48,373.198
AL021,1973,Apr-Aug,1822.992,67.531,3.046,270.215
AL021,1973,Mar-Jul,1373.19,45.16,20.071,278.002
AL021,1974,Apr-Aug,1736.687,89.073,1.567,298.494
AL021,1974,Mar-Jul,1327.225,43.218,7.962,345.222
AL021,1975,Apr-Aug,1787.826,37.069,1.636,152.798
AL021,1975,Mar-Jul,1414.976,29.487,8.502,223.23
AL021,1976,Apr-Aug,1614.866,12.226,0.62,358.655
AL021,1976,Mar-Jul,1290.755,11.428,14.644,354.403
AL021,1977,Apr-Aug,1863.479,65.582,3.699,127.421
AL021,1977,Mar-Jul,1503.89,37.384,11.838,131.111
AL021,1978,Apr-Aug,1720.86,49.49,1.03,329.731
AL021,1978,Mar-Jul,1334.204,35.149,8.932,444.576
AL021,1979,Apr-Aug,1722.162,46.585,2.256,274.453
AL021,1979,Mar-Jul,1384.308,25.809,6.151,306.069
AL021,1980,Apr-Aug,1604.571,65.988,4.729,261.34
AL021,1980,Mar-Jul,1179.302,32.535,15.606,326.226
AL021,1981,Apr-Aug,1776.821,69.893,1.106,162.003
AL021,1981,Mar-Jul,1421.268,37.596,4.676,220.023
AL021,1982,Apr-Aug,1902.544,81.094,2.655,150.606
AL021,1982,Mar-Jul,1450.541,55.463,14.815,175.499
AL021,1983,Apr-Aug,1784.484,43.27,1.622,205.975
AL021,1983,Mar-Jul,1434.056,33.413,11.927,221.935
AL021,1984,Apr-Aug,1632.642,47.313,1.743,119.228
AL021,1984,Mar-Jul,1241.182,36.049,12.411,131.708
AL021,1985,Apr-Aug,1888.163,99.709,0.659,130.07
AL021,1985,Mar-Jul,1451.512,47.814,5.336,200.159
AL021,1986,Apr-Aug,1877.221,56.515,0.8,206.468
AL021,1986,Mar-Jul,1458.339,14.795,5.248,270.65
AL021,1987,Apr-Aug,1846.237,121.266,1.914,170.511
AL021,1987,Mar-Jul,1378.29,92.213,21.034,258.712
AL021,1988,Apr-Aug,2001.121,156.086,2.387,83.936
AL021,1988,Mar-Jul,1503.162,99.164,14.557,155.786
AL021,1989,Apr-Aug,1742.706,40.813,0.517,281.799
AL021,1989,Mar-Jul,1400.354,16.327,3.599,275.627
AL021,1990,Apr-Aug,1828.568,70.965,0.879,171.591
AL021,1990,Mar-Jul,1484.196,44.557,5.956,162.338
AL021,1991,Apr-Aug,1624.97,65.158,1.502,228.053
AL021,1991,Mar-Jul,1257.216,47.057,5.65,270.08
AL021,1992,Apr-Aug,1822.308,108.656,1.162,246.35
AL021,1992,Mar-Jul,1314.973,27.878,16.992,274.007
AL021,1993,Apr-Aug,1897.157,139.326,2.192,137.303
AL021,1993,Mar-Jul,1417.352,59.013,17.052,223.748
AL021,1994,Apr-Aug,1938.476,149.94,0.674,160.685
AL021,1994,Mar-Jul,1502.464,67.926,6.284,152.906
AL021,1995,Apr-Aug,1746.37,62.855,5.346,242.351
AL021,1995,Mar-Jul,1340.96,48.577,19.035,254.511
AL021,1996,Apr-Aug,1893.288,78.666,2.734,135.96
AL021,1996,Mar-Jul,1416.172,45.262,16.242,212.067
AL021,1997,Apr-Aug,1759.082,67.67,10.604,89.382
AL021,1997,Mar-Jul,1355.929,51.452,25.689,101.13
AL021,1998,Apr-Aug,1956.355,178.591,0.64,166.126
AL021,1998,Mar-Jul,1442.779,87.482,19.785,154.358
AL021,1999,Apr-Aug,1973.187,108.526,0.563,148.858
AL021,1999,Mar-Jul,1496.226,36.312,12.403,186.488
AL021,2000,Apr-Aug,1997.566,109.828,1.58,118.722
AL021,2000,Mar-Jul,1527.248,59.857,18.52,159.941
AL021,2001,Apr-Aug,2122.435,154.402,2.713,199.32
AL021,2001,Mar-Jul,1722.598,70.124,3.742,215.993
AL021,2002,Apr-Aug,2029.896,64.349,0.664,235.497
AL021,2002,Mar-Jul,1673.955,55.588,4.129,225.542
AL021,2003,Apr-Aug,2218.658,160.155,4.164,118.472
AL021,2003,Mar-Jul,1698.488,85.743,20.837,105.861
AL021,2004,Apr-Aug,1880.07,56.391,0.088,240.244
AL021,2004,Mar-Jul,1479.389,40.169,8.778,318.886
AL021,2005,Apr-Aug,1983.691,62.939,3.405,89.099
AL021,2005,Mar-Jul,1579.347,40.727,15.177,129.157
AL021,2006,Apr-Aug,1940.034,79.405,0,190.974
AL021,2006,Mar-Jul,1519.126,51.579,7.475,252.24
AL021,2007,Apr-Aug,2163.368,192.289,0.177,120.126
AL021,2007,Mar-Jul,1710.988,128.249,3.443,203.108
AL021,2008,Apr-Aug,2050.808,130.382,0.209,155.198
AL021,2008,Mar-Jul,1592.555,71.514,2.94,253.89
AL021,2009,Apr-Aug,2016.5,75.338,0,220.596
AL021,2009,Mar-Jul,1551.32,38.801,13.377,286.894
AL021,2010,Apr-Aug,1996.993,89.762,0.642,147.655
AL021,2010,Mar-Jul,1538.094,39.708,11.069,222.547
AL021,2011,Apr-Aug,1976.059,149.301,1.126,136.287
AL021,2011,Mar-Jul,1510.954,58.417,11.463,175.506
AL021,2012,Apr-Aug,2095.628,279.363,2.126,240.712
AL021,2012,Mar-Jul,1616.813,168.925,13.395,251.691
AL021,2013,Apr-Aug,2060.164,145.735,0,225.448
