Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Austria","Production","Barley","1969","t","933706"
"Crops and livestock products","Austria","Area harvested","Barley","1970","ha","290229"
"Crops and livestock products","Austria","Yield","Barley","1970","kg/ha","3146.8"
"Crops and livestock products","Austria","Production","Barley","1970","t","913301"
"Crops and livestock products","Austria","Area harvested","Barley","1971","ha","294700"
"Crops and livestock products","Austria","Yield","Barley","1971","kg/ha","3447.5"
"Crops and livestock products","Austria","Production","Barley","1971","t","1015991"
"Crops and livestock products","Austria","Area harvested","Barley","1972","ha","296112"
"Crops and livestock products","Austria","Yield","Barley","1972","kg/ha","3299.8"
"Crops and livestock products","Austria","Production","Barley","1972","t","977097"
"Crops and livestock products","Austria","Area harvested","Barley","1973","ha","317855"
"Crops and livestock products","Austria","Yield","Barley","1973","kg/ha","3418.9"
"Crops and livestock products","Austria","Production","Barley","1973","t","1086730"
"Crops and livestock products","Austria","Area harvested","Barley","1974","ha","319256"
"Crops and livestock products","Austria","Yield","Barley","1974","kg/ha","3877.4"
"Crops and livestock products","Austria","Production","Barley","1974","t","1237869"
"Crops and livestock products","Austria","Area harvested","Barley","1975","ha","315472"
"Crops and livestock products","Austria","Yield","Barley","1975","kg/ha","3189.6"
"Crops and livestock products","Austria","Production","Barley","1975","t","1006242"
"Crops and livestock products","Austria","Area harvested","Barley","1976","ha","324507"
"Crops and livestock products","Austria","Yield","Barley","1976","kg/ha","3964.7"
"Crops and livestock products","Austria","Production","Barley","1976","t","1286583"
"Crops and livestock products","Austria","Area harvested","Barley","1977","ha","328477"
"Crops and livestock products","Austria","Yield","Barley","1977","kg/ha","3688.9"
"Crops and livestock products","Austria","Production","Barley","1977","t","1211734"
"Crops and livestock products","Austria","Area harvested","Barley","1978","ha","355485"
"Crops and livestock products","Austria","Yield","Barley","1978","kg/ha","4004.7"
"Crops and livestock products","Austria","Production","Barley","1978","t","1423602"
"Crops and livestock products","Austria","Area harvested","Barley","1979","ha","373205"
"Crops and livestock products","Austria","Yield","Barley","1979","kg/ha","3024.4"
"Crops and livestock products","Austria","Production","Barley","1979","t","1128714"
"Crops and livestock products","Austria","Area harvested","Barley","1980","ha","373912"
"Crops and livestock products","Austria","Yield","Barley","1980","kg/ha","4050.4"
"Crops and livestock products","Austria","Production","Barley","1980","t","1514491"
"Crops and livestock products","Austria","Area harvested","Barley","1981","ha","362202"
"Crops and livestock products","Austria","Yield","Barley","1981","kg/ha","3367.8"
"Crops and livestock products","Austria","Production","Barley","1981","t","1219816"
"Crops and livestock products","Austria","Area harvested","Barley","1982","ha","339802"
"Crops and livestock products","Austria","Yield","Barley","1982","kg/ha","4227.6"
"Crops and livestock products","Austria","Production","Barley","1982","t","1436543"
"Crops and livestock products","Austria","Area harvested","Barley","1983","ha","340155"
"Crops and livestock products","Austria","Yield","Barley","1983","kg/ha","4259.6"
"Crops and livestock products","Austria","Production","Barley","1983","t","1448917"
"Crops and livestock products","Austria","Area harvested","Barley","1984","ha","328579"
"Crops and livestock products","Austria","Yield","Barley","1984","kg/ha","4616.8"
"Crops and livestock products","Austria","Production","Barley","1984","t","1516981"
"Crops and livestock products","Austria","Area harvested","Barley","1985","ha","334079"
"Crops and livestock products","Austria","Yield","Barley","1985","kg/ha","4554"
"Crops and livestock products","Austria","Production","Barley","1985","t","1521408"
"Crops and livestock products","Austria","Area harvested","Barley","1986","ha","332685"
"Crops and livestock products","Austria","Yield","Barley","1986","kg/ha","3884.9"
"Crops and livestock products","Austria","Production","Barley","1986","t","1292450"
"Crops and livestock products","Austria","Area harvested","Barley","1987","ha","291496"
"Crops and livestock products","Austria","Yield","Barley","1987","kg/ha","4043.6"
"Crops and livestock products","Austria","Production","Barley","1987","t","1178686"
"Crops and livestock products","Austria","Area harvested","Barley","1988","ha","292384"
"Crops and livestock products","Austria","Yield","Barley","1988","kg/ha","4673.4"
"Crops and livestock products","Austria","Production","Barley","1988","t","1366424"
"Crops and livestock products","Austria","Area harvested","Barley","1989","ha","291876"
"Crops and livestock products","Austria","Yield","Barley","1989","kg/ha","4870.7"
"Crops and livestock products","Austria","Production","Barley","1989","t","1421645"
"Crops and livestock products","Austria","Area harvested","Barley","1990","ha","292424"
"Crops and livestock products","Austria","Yield","Barley","1990","kg/ha","5199.8"
"Crops and livestock products","Austria","Production","Barley","1990","t","1520554"
"Crops and livestock products","Austria","Area harvested","Barley","1991","ha","296905"
"Crops and livestock products","Austria","Yield","Barley","1991","kg/ha","4806.4"
"Crops and livestock products","Austria","Production","Barley","1991","t","1427045"
"Crops and livestock products","Austria","Area harvested","Barley","1992","ha","274972"
"Crops and livestock products","Austria","Yield","Barley","1992","kg/ha","4881"
"Crops and livestock products","Austria","Production","Barley","1992","t","1342141"
"Crops and livestock products","Austria","Area harvested","Barley","1993","ha","265348"
"Crops and livestock products","Austria","Yield","Barley","1993","kg/ha","4144.2"
"Crops and livestock products","Austria","Production","Barley","1993","t","1099646"
"Crops and livestock products","Austria","Area harvested","Barley","1994","ha","252746"
"Crops and livestock products","Austria","Yield","Barley","1994","kg/ha","4685.9"
"Crops and livestock products","Austria","Production","Barley","1994","t","1184350"
"Crops and livestock products","Austria","Area harvested","Barley","1995","ha","229099"
"Crops and livestock products","Austria","Yield","Barley","1995","kg/ha","4649.5"
"Crops and livestock products","Austria","Production","Barley","1995","t","1065188"
"Crops and livestock products","Austria","Area harvested","Barley","1996","ha","259648"
"Crops and livestock products","Austria","Yield","Barley","1996","kg/ha","4170.2"
"Crops and livestock products","Austria","Production","Barley","1996","t","1082789"
"Crops and livestock products","Austria","Area harvested","Barley","1997","ha","260641"
"Crops and livestock products","Austria","Yield","Barley","1997","kg/ha","4825.8"
"Crops and livestock products","Austria","Production","Barley","1997","t","1257800"
"Crops and livestock products","Austria","Area harvested","Barley","1998","ha","265622"
"Crops and livestock products","Austria","Yield","Barley","1998","kg/ha","4561.2"
"Crops and livestock products","Austria","Production","Barley","1998","t","1211557"
"Crops and livestock products","Austria","Area harvested","Barley","1999","ha","243886"
"Crops and livestock products","Austria","Yield","Barley","1999","kg/ha","4726.8"
"Crops and livestock products","Austria","Production","Barley","1999","t","1152801"
"Crops and livestock products","Austria","Area harvested","Barley","2000","ha","223762"
"Crops and livestock products","Austria","Yield","Barley","2000","kg/ha","3819.5"
"Crops and livestock products","Austria","Production","Barley","2000","t","854667"
"Crops and livestock products","Austria","Area harvested","Barley","2001","ha","217473"
"Crops and livestock products","Austria","Yield","Barley","2001","kg/ha","4655.3"
"Crops and livestock products","Austria","Production","Barley","2001","t","1012407"
"Crops and livestock products","Austria","Area harvested","Barley","2002","ha","200948"
"Crops and livestock products","Austria","Yield","Barley","2002","kg/ha","4286.6"
"Crops and livestock products","Austria","Production","Barley","2002","t","861391"
"Crops and livestock products","Austria","Area harvested","Barley","2003","ha","212308"
"Crops and livestock products","Austria","Yield","Barley","2003","kg/ha","4155.9"
"Crops and livestock products","Austria","Production","Barley","2003","t","882322"
"Crops and livestock products","Austria","Area harvested","Barley","2004","ha","191333"
"Crops and livestock products","Austria","Yield","Barley","2004","kg/ha","5261.7"
"Crops and livestock products","Austria","Production","Barley","2004","t","1006742.37"
"Crops and livestock products","Austria","Area harvested","Barley","2005","ha","191740"
"Crops and livestock products","Austria","Yield","Barley","2005","kg/ha","4587.6"
"Crops and livestock products","Austria","Production","Barley","2005","t","879628"
"Crops and livestock products","Austria","Area harvested","Barley","2006","ha","206443"
"Crops and livestock products","Austria","Yield","Barley","2006","kg/ha","4427.6"
"Crops and livestock products","Austria","Production","Barley","2006","t","914052"
"Crops and livestock products","Austria","Area harvested","Barley","2007","ha","193331"
"Crops and livestock products","Austria","Yield","Barley","2007","kg/ha","4194.8"
"Crops and livestock products","Austria","Production","Barley","2007","t","810980"
"Crops and livestock products","Austria","Area harvested","Barley","2008","ha","185857"
"Crops and livestock products","Austria","Yield","Barley","2008","kg/ha","5207.9"
"Crops and livestock products","Austria","Production","Barley","2008","t","967921"
"Crops and livestock products","Austria","Area harvested","Barley","2009","ha","181525"
"Crops and livestock products","Austria","Yield","Barley","2009","kg/ha","4600.5"
"Crops and livestock products","Austria","Production","Barley","2009","t","835107"
"Crops and livestock products","Austria","Area harvested","Barley","2010","ha","168891"
"Crops and livestock products","Austria","Yield","Barley","2010","kg/ha","4606.3"
"Crops and livestock products","Austria","Production","Barley","2010","t","777961"
"Crops and livestock products","Austria","Area harvested","Barley","2011","ha","153286"
"Crops and livestock products","Austria","Yield","Barley","2011","kg/ha","5606.4"
"Crops and livestock products","Austria","Production","Barley","2011","t","859375"
"Crops and livestock products","Austria","Area harvested","Barley","2012","ha","150576"
"Crops and livestock products","Austria","Yield","Barley","2012","kg/ha","4399.5"
